Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Name-additional,PrimaryPos,1B,Pos_2B,Pos_3B,C,DH,OF,SP,SS
152,Jake Cave*,30,PHI,NL,65,203,184,18,39,8,1,5,21,3,0,15,55,0.212,0.272,0.348,0.62,69.0,64,3,1,1,2,0,"OF,1B,DH",caveja01,OF,1,0,0,0,1,1,0,0
153,Andrew Chafin,33,TOT,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,chafian01,SP,0,0,0,0,0,0,1,0
154,Andrew Chafin,33,ARI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,chafian01,SP,0,0,0,0,0,0,1,0
155,Yu Chang,27,BOS,AL,39,112,105,12,17,2,0,6,18,4,0,3,34,0.162,0.2,0.352,0.552,45.0,37,2,2,2,0,0,"SS,2B,1B,3B,DH",changyu01,SS,1,1,1,0,1,0,0,1
156,Aroldis Chapman*,35,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,chapmar01,SP,0,0,0,0,0,0,1,0
157,Aroldis Chapman*,35,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,chapmar01,SP,0,0,0,0,0,0,1,0
158,Matt Chapman,30,TOR,AL,140,581,509,66,122,39,2,17,54,4,2,62,165,0.24,0.33,0.424,0.755,108.0,216,4,8,0,2,1,"3B,DH",chapmma01,3B,0,0,1,0,1,0,0,0
159,Michael Chavis,27,WSN,NL,48,96,91,16,22,3,0,2,5,1,0,5,33,0.242,0.281,0.341,0.622,72.0,31,3,0,0,0,0,"2B,1B,3B,DH,OF",chavimi01,2B,1,1,1,0,1,1,0,0
160,Jazz Chisholm Jr.*,25,MIA,NL,97,383,352,50,88,12,2,19,51,22,3,26,118,0.25,0.304,0.457,0.761,103.0,161,4,2,1,2,0,"OF,DH",chishja01,OF,0,0,0,0,1,1,0,0
161,Ji Man Choi*,32,TOT,NL,39,117,104,12,17,5,0,6,13,0,0,10,35,0.163,0.239,0.385,0.624,68.0,40,2,1,0,2,0,"DH,1B",choiji01,DH,1,0,0,0,1,0,0,0
162,Ji Man Choi*,32,PIT,NL,23,76,73,9,15,4,0,6,11,0,0,2,27,0.205,0.224,0.507,0.731,92.0,37,1,0,0,1,0,"DH,1B",choiji01,DH,1,0,0,0,1,0,0,0
163,Ji Man Choi*,32,SDP,NL,16,41,31,3,2,1,0,0,2,0,0,8,8,0.065,0.268,0.097,0.365,9.0,3,1,1,0,1,0,"1B,DH",choiji01,1B,1,0,0,0,1,0,0,0
164,Taylor Clarke,30,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,clarkta01,SP,0,0,0,0,0,0,1,0
165,Kody Clemens*,27,PHI,NL,47,148,139,15,32,7,0,4,13,0,0,8,40,0.23,0.277,0.367,0.644,75.0,51,1,1,0,0,0,"1B,SP,DH,OF,SS",clemeko01,1B,1,0,0,0,1,1,1,1
166,Ernie Clement,27,TOR,AL,29,52,50,7,19,1,1,1,10,1,0,1,4,0.38,0.385,0.5,0.885,144.0,25,0,0,0,1,0,"SS,2B,3B,DH,SP",clemeer01,SS,0,1,1,0,1,0,1,1
167,Oscar Colás*,24,CHW,AL,75,263,245,32,53,9,0,5,19,4,3,12,71,0.216,0.257,0.314,0.571,55.0,77,5,2,2,2,1,"OF,DH",colasos01,OF,0,0,0,0,1,1,0,0
168,Dylan Coleman,26,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,colemdy01,SP,0,0,0,0,0,0,1,0
169,Zack Collins*,28,CLE,AL,2,6,4,0,2,0,0,0,0,0,0,2,2,0.5,0.667,0.5,1.167,236.0,2,0,0,0,0,0,C,colliza01,/,0,0,0,1,0,0,0,0
170,Michael Conforto*,30,SFG,NL,125,470,406,58,97,14,0,15,58,4,0,53,106,0.239,0.334,0.384,0.718,99.0,156,12,7,0,4,4,"OF,DH",confomi01,OF,0,0,0,0,1,1,0,0
171,William Contreras,25,MIL,NL,141,611,540,86,157,38,1,17,78,6,1,63,126,0.291,0.369,0.459,0.828,126.0,248,23,5,1,2,2,"C,DH",contrwi02,C,0,0,0,1,1,0,0,0
172,Willson Contreras,31,STL,NL,125,495,428,55,113,27,0,20,67,6,3,51,111,0.264,0.358,0.467,0.826,124.0,200,12,13,1,2,0,"C,DH",contrwi01,C,0,0,0,1,1,0,0,0
173,Garrett Cooper,32,TOT,NL,123,457,422,42,106,18,1,17,61,0,0,31,132,0.251,0.304,0.419,0.724,96.0,177,15,2,0,2,0,"1B,DH",coopega03,1B,1,0,0,0,1,0,0,0
174,Garrett Cooper,32,MIA,NL,82,324,305,28,78,11,1,13,46,0,0,17,97,0.256,0.296,0.426,0.723,93.0,130,9,1,0,1,0,"1B,DH",coopega03,1B,1,0,0,0,1,0,0,0
175,Garrett Cooper,32,SDP,NL,41,133,117,14,28,7,0,4,15,0,0,14,35,0.239,0.323,0.402,0.725,102.0,47,6,1,0,1,0,"1B,DH",coopega03,1B,1,0,0,0,1,0,0,0
176,Franchy Cordero*,28,NYY,AL,24,71,69,9,13,2,0,6,13,0,0,2,25,0.188,0.211,0.478,0.69,81.0,33,0,0,0,0,0,OF,cordefr02,OF,0,0,0,0,0,1,0,0
177,Carlos Correa,28,MIN,AL,135,580,514,60,118,29,2,18,65,0,0,59,131,0.23,0.312,0.399,0.711,94.0,205,30,4,0,3,3,SS,correca01,SS,0,0,0,0,0,0,0,1
178,Danny Coulombe*,33,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,couloda01,SP,0,0,0,0,0,0,1,0
179,Colton Cowser*,23,BAL,AL,26,77,61,15,7,2,0,0,4,1,0,13,22,0.115,0.286,0.148,0.433,28.0,9,1,2,0,1,0,OF,cowseco01,OF,0,0,0,0,0,1,0,0
180,Austin Cox*,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,coxau01,SP,0,0,0,0,0,0,1,0
181,Brandon Crawford*,36,SFG,NL,93,320,283,31,55,11,1,7,38,3,0,28,81,0.194,0.273,0.314,0.587,63.0,89,5,4,1,4,1,"SS,SP",crawfbr01,SS,0,0,0,0,0,0,1,1
182,J.P. Crawford*,28,SEA,AL,145,638,534,94,142,35,0,19,65,2,0,94,125,0.266,0.38,0.438,0.818,131.0,234,7,5,3,2,1,SS,crawfjp01,SS,0,0,0,0,0,0,0,1
183,Kutter Crawford,27,BOS,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,crawfku01,SP,0,0,0,0,0,0,1,0
184,C.J. Cron,33,TOT,MLB,71,278,258,38,64,12,0,12,37,0,0,17,65,0.248,0.295,0.434,0.729,87.0,112,13,1,0,2,0,"1B,DH",croncj01,1B,1,0,0,0,1,0,0,0
185,C.J. Cron,33,COL,NL,56,224,208,31,54,12,0,11,32,0,0,13,50,0.26,0.304,0.476,0.78,98.0,99,10,1,0,2,0,"1B,DH",croncj01,1B,1,0,0,0,1,0,0,0
186,C.J. Cron,33,LAA,AL,15,54,50,7,10,0,0,1,5,0,0,4,15,0.2,0.259,0.26,0.519,43.0,13,3,0,0,0,0,"1B,DH",croncj01,1B,1,0,0,0,1,0,0,0
187,Jake Cronenworth*,29,SDP,NL,127,522,458,54,105,24,7,10,48,6,1,46,97,0.229,0.312,0.378,0.689,92.0,173,8,11,1,5,2,"1B,2B",croneja01,1B,1,1,0,0,0,0,0,0
188,Tyler Cropley,27,KCR,AL,2,7,6,0,1,0,0,0,1,0,0,0,2,0.167,0.143,0.167,0.31,-15.0,1,0,0,0,1,0,C,croplty01,/,0,0,0,1,0,0,0,0
189,Pete Crow-Armstrong*,21,CHC,NL,13,19,14,3,0,0,0,0,1,2,2,3,7,0.0,0.176,0.0,0.176,-46.0,0,0,0,2,0,0,OF,crowape01,OF,0,0,0,0,0,1,0,0
190,Nelson Cruz,42,SDP,NL,49,152,143,9,35,5,1,5,23,1,0,6,46,0.245,0.283,0.399,0.681,88.0,57,2,2,0,1,1,"DH,1B",cruzne02,DH,1,0,0,0,1,0,0,0
191,Oneil Cruz*,24,PIT,NL,9,40,32,7,8,1,0,1,4,3,0,7,8,0.25,0.375,0.375,0.75,107.0,12,0,0,0,1,0,SS,cruzon01,/,0,0,0,0,0,0,0,1
192,Charlie Culberson,34,ATL,NL,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,443.0,1,0,0,0,0,0,DH,culbech01,/,0,0,0,0,1,0,0,0
193,Travis d'Arnaud,34,ATL,NL,74,292,267,31,60,13,0,11,39,0,0,21,67,0.225,0.288,0.397,0.685,82.0,106,6,3,0,1,0,"C,DH",darnatr01,C,0,0,0,1,1,0,0,0
194,David Dahl*,29,SDP,NL,4,9,9,1,1,0,0,1,1,0,0,0,2,0.111,0.111,0.444,0.556,45.0,4,0,0,0,0,0,OF,dahlda01,/,0,0,0,0,0,1,0,0
195,Bobby Dalbec,28,BOS,AL,21,53,49,6,10,2,0,1,1,1,0,4,28,0.204,0.264,0.306,0.57,54.0,15,0,0,0,0,0,"1B,3B,DH,2B,SS",dalbebo01,1B,1,1,1,0,1,0,0,1
196,Henry Davis,23,PIT,NL,62,255,225,27,48,10,0,7,24,3,5,25,69,0.213,0.302,0.351,0.653,78.0,79,3,4,0,1,2,"OF,DH,C",davishe01,OF,0,0,0,1,1,1,0,0
197,J.D. Davis,30,SFG,NL,144,546,480,61,119,23,1,18,69,1,0,52,152,0.248,0.325,0.413,0.738,103.0,198,16,6,0,6,0,"3B,1B,DH",davisjd01,3B,1,0,1,0,1,0,0,0
198,Jonathan Davis,31,MIA,NL,34,104,90,22,22,4,1,2,10,1,2,7,29,0.244,0.307,0.378,0.685,85.0,34,1,2,2,2,0,OF,davisjo05,OF,0,0,0,0,0,1,0,0
199,Yonathan Daza,29,COL,NL,24,80,74,8,20,6,0,0,7,1,0,3,13,0.27,0.304,0.351,0.655,69.0,26,5,1,1,1,0,OF,dazayo01,OF,0,0,0,0,0,1,0,0
200,Bryan De La Cruz,26,MIA,NL,153,626,579,60,149,32,0,19,78,4,1,40,142,0.257,0.304,0.411,0.715,92.0,238,18,1,0,5,0,"OF,DH",delacbr01,OF,0,0,0,0,1,1,0,0
201,Elly De La Cruz#,21,CIN,NL,98,427,388,67,91,15,7,13,44,35,8,35,144,0.235,0.3,0.41,0.71,89.0,159,6,2,1,1,3,"SS,3B,DH",delacel01,SS,0,0,1,0,1,0,0,1
202,Paul DeJong,29,TOT,MLB,112,400,372,41,77,13,0,14,38,4,4,21,121,0.207,0.258,0.355,0.612,66.0,132,10,5,0,2,0,"SS,2B,DH",dejonpa01,SS,0,1,0,0,1,0,0,1
203,Paul DeJong,29,TOT,NL,99,356,328,40,74,13,0,14,37,4,4,21,103,0.226,0.281,0.393,0.674,82.0,129,9,5,0,2,0,"SS,2B,DH",dejonpa01,SS,0,1,0,0,1,0,0,1
204,Paul DeJong,29,STL,NL,81,306,279,38,65,11,0,13,32,4,4,21,87,0.233,0.297,0.412,0.71,92.0,115,8,5,0,1,0,SS,dejonpa01,SS,0,0,0,0,0,0,0,1
205,Paul DeJong,29,TOR,AL,13,44,44,1,3,0,0,0,1,0,0,0,18,0.068,0.068,0.068,0.136,-62.0,3,1,0,0,0,0,SS,dejonpa01,SS,0,0,0,0,0,0,0,1
206,Paul DeJong,29,SFG,NL,18,50,49,2,9,2,0,1,5,0,0,0,16,0.184,0.18,0.286,0.466,26.0,14,1,0,0,1,0,"SS,2B,DH",dejonpa01,SS,0,1,0,0,1,0,0,1
207,Jason Delay,28,PIT,NL,70,187,167,20,42,11,1,1,18,0,0,14,44,0.251,0.319,0.347,0.666,83.0,58,5,3,2,1,0,C,delayja01,C,0,0,0,1,0,0,0,0
208,Jonny Deluca,24,LAD,NL,24,45,42,5,11,1,0,2,6,1,0,3,8,0.262,0.311,0.429,0.74,97.0,18,0,0,0,0,0,"OF,DH",delucjo01,H,0,0,0,0,1,1,0,0
209,Rafael Devers*,26,BOS,AL,153,656,580,90,157,34,0,33,100,5,1,62,126,0.271,0.351,0.5,0.851,126.0,290,15,11,0,3,10,"3B,DH,SS",deverra01,3B,0,0,1,0,1,0,0,1
210,Aledmys Díaz,32,OAK,AL,109,344,315,25,72,20,1,4,24,1,0,17,66,0.229,0.28,0.337,0.616,76.0,106,14,7,1,4,2,"3B,SS,OF,2B,1B,DH",diazal02,3B,1,1,1,0,1,1,0,1
211,Alexis Díaz,26,CIN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,diazal03,SP,0,0,0,0,0,0,1,0
212,Elias Díaz,32,COL,NL,141,526,486,48,130,25,1,14,72,1,0,34,118,0.267,0.316,0.409,0.725,86.0,199,12,2,0,4,0,"C,DH",diazel01,C,0,0,0,1,1,0,0,0
213,Isan Díaz*,27,TOT,MLB,8,26,24,0,1,0,0,0,1,0,0,2,9,0.042,0.115,0.042,0.157,-54.0,1,0,0,0,0,0,"2B,3B",diazis01,/,0,1,1,0,0,0,0,0
214,Isan Díaz*,27,SFG,NL,6,21,19,0,1,0,0,0,1,0,0,2,7,0.053,0.143,0.053,0.195,-42.0,1,0,0,0,0,0,"2B,3B",diazis01,/,0,1,1,0,0,0,0,0
215,Isan Díaz*,27,DET,AL,2,5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2B,diazis01,/,0,1,0,0,0,0,0,0
216,Jordan Diaz,22,OAK,AL,90,293,272,20,60,9,0,10,27,0,1,17,69,0.221,0.273,0.364,0.637,81.0,99,10,3,0,1,0,"3B,2B,DH,1B",diazjo03,3B,1,1,1,0,1,0,0,0
217,Yainer Diaz,24,HOU,AL,104,377,355,51,100,22,0,23,60,0,0,11,74,0.282,0.308,0.538,0.846,128.0,191,12,5,0,6,0,"C,DH,1B",diazya02,C,1,0,0,1,1,0,0,0
218,Yandy Díaz,31,TBR,AL,137,600,525,95,173,35,0,22,78,0,1,65,94,0.33,0.41,0.522,0.932,158.0,274,16,8,0,2,0,"1B,DH,3B",diazya01,1B,1,0,1,0,1,0,0,0
219,Corey Dickerson*,34,WSN,NL,50,152,144,12,36,7,1,2,17,0,1,7,28,0.25,0.283,0.354,0.637,76.0,51,3,0,0,1,0,"OF,DH",dickeco01,OF,0,0,0,0,1,1,0,0
220,Brandon Dixon,31,SDP,NL,33,86,79,10,16,4,0,2,9,1,0,1,31,0.203,0.244,0.329,0.573,59.0,26,1,4,0,2,0,"1B,OF,DH,SP",dixonbr01,1B,1,0,0,0,1,1,1,0
221,Jasson Domínguez#,20,NYY,AL,8,33,31,6,8,1,0,4,7,1,0,2,8,0.258,0.303,0.677,0.98,158.0,21,1,0,0,0,0,OF,dominja01,/,0,0,0,0,0,1,0,0
222,Josh Donaldson,37,TOT,MLB,50,189,165,18,25,5,0,13,26,0,0,22,50,0.152,0.249,0.418,0.667,79.0,69,6,0,0,2,0,"3B,DH,SP",donaljo02,3B,0,0,1,0,1,0,1,0
223,Josh Donaldson,37,NYY,AL,33,120,106,13,15,1,0,10,15,0,0,12,32,0.142,0.225,0.434,0.659,75.0,46,2,0,0,2,0,"3B,DH,SP",donaljo02,3B,0,0,1,0,1,0,1,0
224,Josh Donaldson,37,MIL,NL,17,69,59,5,10,4,0,3,11,0,0,10,18,0.169,0.29,0.39,0.68,85.0,23,4,0,0,0,0,"3B,DH",donaljo02,3B,0,0,1,0,1,0,0,0
225,Brendan Donovan*,26,STL,NL,95,371,327,48,93,10,1,11,34,5,1,33,53,0.284,0.365,0.422,0.787,115.0,138,4,9,1,1,2,"2B,OF,DH,1B,3B,SS",donovbr01,2B,1,1,1,0,1,1,0,1
226,Camilo Doval,25,SFG,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,dovalca01,SP,0,0,0,0,0,0,1,0
227,Jeter Downs,24,WSN,NL,6,9,5,4,2,0,0,0,1,2,0,4,1,0.4,0.667,0.4,1.067,207.0,2,0,0,0,0,0,"SS,2B",downsje01,/,0,1,0,0,0,0,0,1
228,Brenton Doyle,25,COL,NL,126,431,399,48,81,16,5,10,48,22,5,22,151,0.203,0.25,0.343,0.593,52.0,137,9,4,3,3,0,OF,doylebr02,OF,0,0,0,0,0,1,0,0
229,Hunter Dozier,31,KCR,AL,29,91,82,8,15,2,1,2,9,2,0,8,29,0.183,0.253,0.305,0.558,53.0,25,0,0,0,1,0,"3B,1B,OF,DH",doziehu01,3B,1,0,1,0,1,1,0,0
230,Brandon Drury,30,LAA,AL,125,523,485,61,127,30,3,26,83,0,2,25,136,0.262,0.306,0.497,0.803,114.0,241,14,8,0,5,0,"2B,1B,DH",drurybr01,2B,1,1,0,0,1,0,0,0
231,Daniel Duarte,26,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,duartda01,SP,0,0,0,0,0,0,1,0
232,Mauricio Dubón,28,HOU,AL,132,492,467,76,130,26,3,10,46,7,2,19,70,0.278,0.309,0.411,0.72,97.0,192,10,3,0,3,0,"2B,OF,SS,1B,3B",dubonma01,2B,1,1,1,0,0,1,0,1
233,Matt Duffy,32,KCR,AL,78,209,191,17,48,8,0,2,16,1,0,12,39,0.251,0.306,0.325,0.631,75.0,62,4,4,0,2,0,"3B,2B,1B,DH,SP,SS",duffyma01,3B,1,1,1,0,1,0,1,1
234,Ezequiel Duran,24,TEX,AL,122,439,406,55,112,22,2,14,46,8,4,23,120,0.276,0.324,0.443,0.768,106.0,180,7,7,1,2,1,"SS,OF,3B,DH,2B,1B",duranez01,SS,1,1,1,0,1,1,0,1
235,Jarren Duran*,26,BOS,AL,102,362,332,46,98,34,2,8,40,24,2,24,90,0.295,0.346,0.482,0.828,121.0,160,3,3,0,2,1,"OF,DH",duranja01,OF,0,0,0,0,1,1,0,0
236,Adam Duvall,34,BOS,AL,92,353,320,45,79,24,2,21,58,4,0,22,110,0.247,0.303,0.531,0.834,119.0,170,0,6,0,5,1,"OF,DH",duvalad01,OF,0,0,0,0,1,1,0,0
237,Nate Eaton,26,KCR,AL,28,56,53,2,4,0,0,0,1,3,0,2,21,0.075,0.125,0.075,0.2,-42.0,4,0,1,0,0,0,"OF,DH,3B,SP",eatonna01,OF,0,0,1,0,1,1,1,0
238,Cam Eden,25,TOR,AL,5,6,6,1,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-7.0,1,0,0,0,0,0,"DH,OF",edenca01,/,0,0,0,0,1,1,0,0
239,Tommy Edman#,28,STL,NL,137,528,479,69,119,25,4,13,47,27,4,35,84,0.248,0.307,0.399,0.705,91.0,191,9,7,3,4,1,"2B,SS,OF",edmanto01,2B,0,1,0,0,0,1,0,1
240,Xavier Edwards#,23,MIA,NL,30,84,78,12,23,3,0,0,3,5,0,3,14,0.295,0.329,0.333,0.663,81.0,26,1,1,2,0,0,"2B,OF,DH",edwarxa01,2B,0,1,0,0,1,1,0,0
241,Drew Ellis,27,PHI,NL,12,29,23,4,5,0,0,2,4,0,1,6,7,0.217,0.379,0.478,0.858,134.0,11,0,0,0,0,0,"1B,3B",ellisdr01,/,1,0,1,0,0,0,0,0
242,Christian Encarnacion-Strand,23,CIN,NL,63,241,222,29,60,7,0,13,37,2,0,14,69,0.27,0.328,0.477,0.805,113.0,106,5,5,0,0,0,"1B,DH,3B,OF",encarch01,1B,1,0,1,0,1,1,0,0
243,Adam Engel,31,SDP,NL,5,6,6,0,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,OF,engelad01,/,0,0,0,0,0,1,0,0
244,Eduardo Escobar#,34,TOT,MLB,99,309,288,32,65,6,5,6,31,2,1,18,78,0.226,0.269,0.344,0.613,67.0,99,7,0,1,2,0,"3B,2B,DH,1B,SP,SS",escobed01,3B,1,1,1,0,1,0,1,1
245,Eduardo Escobar#,34,NYM,NL,40,120,110,15,26,3,2,4,16,2,0,8,24,0.236,0.286,0.409,0.695,89.0,45,4,0,1,1,0,"3B,2B,DH,SS",escobed01,3B,0,1,1,0,1,0,0,1
246,Eduardo Escobar#,34,LAA,AL,59,189,178,17,39,3,3,2,15,0,1,10,54,0.219,0.259,0.303,0.563,53.0,54,3,0,0,1,0,"3B,2B,1B,SP,DH",escobed01,3B,1,1,1,0,1,0,1,0
247,Santiago Espinal,28,TOR,AL,93,254,230,30,57,14,0,2,25,2,1,18,36,0.248,0.31,0.335,0.644,80.0,77,5,3,2,1,1,"2B,3B,SS,DH",espinsa01,2B,0,1,1,0,1,0,0,1
248,Thairo Estrada,27,SFG,NL,120,530,495,63,134,26,2,14,49,23,7,22,120,0.271,0.315,0.416,0.731,101.0,206,10,11,0,2,1,"2B,SS,OF,DH",estrath01,2B,0,1,0,0,1,1,0,1
249,Stuart Fairchild,27,CIN,NL,97,255,219,34,50,16,2,5,28,10,3,25,69,0.228,0.321,0.388,0.71,90.0,85,2,6,3,2,0,"OF,DH",faircst01,OF,0,0,0,0,1,1,0,0
250,Buck Farmer*,32,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,farmebu01,SP,0,0,0,0,0,0,1,0
251,Kyle Farmer,32,MIN,AL,120,369,336,49,85,14,2,11,46,2,4,23,86,0.253,0.314,0.405,0.719,97.0,136,7,8,0,2,0,"2B,3B,SS,1B,OF,DH",farmeky01,2B,1,1,1,0,1,1,0,1
252,Caleb Ferguson,26,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,SP,ferguca01,SP,0,0,0,0,0,0,1,0
253,Freddy Fermin,28,KCR,AL,70,235,217,26,61,10,1,9,32,0,0,13,50,0.281,0.321,0.461,0.781,112.0,100,11,1,1,3,0,"C,DH",fermifr01,C,0,0,0,1,1,0,0,0
254,José Fermín,24,STL,NL,21,61,51,2,12,1,0,0,4,0,1,6,8,0.235,0.339,0.255,0.594,67.0,13,1,2,2,0,0,"2B,3B,DH",fermijo01,2B,0,1,1,0,1,0,0,0
255,Tyler Fitzgerald,25,SFG,NL,10,34,32,3,7,2,0,2,5,2,0,2,10,0.219,0.265,0.469,0.733,98.0,15,0,0,0,0,0,"OF,3B",fitzgty01,/,0,0,1,0,0,1,0,0
256,David Fletcher,29,LAA,AL,33,97,89,7,22,1,0,2,12,0,0,7,9,0.247,0.302,0.326,0.628,72.0,29,2,0,1,0,1,"SS,2B,3B",fletcda02,SS,0,1,1,0,0,0,0,1
257,Dominic Fletcher*,25,ARI,NL,28,102,93,10,28,5,1,2,14,0,2,7,22,0.301,0.35,0.441,0.791,115.0,41,0,0,2,0,1,OF,fletcdo01,OF,0,0,0,0,0,1,0,0
258,Wilmer Flores,31,SFG,NL,126,454,405,51,115,22,0,23,60,0,0,41,63,0.284,0.355,0.509,0.863,136.0,206,13,5,0,3,1,"1B,DH,3B,2B",florewi01,1B,1,1,1,0,1,0,0,0
259,Estevan Florial*,25,NYY,AL,19,71,61,5,14,3,1,0,8,3,0,7,20,0.23,0.324,0.311,0.635,76.0,19,0,2,0,1,0,OF,flories01,OF,0,0,0,0,0,1,0,0
260,Mike Ford*,30,SEA,AL,83,251,219,32,50,6,0,16,34,0,0,24,81,0.228,0.323,0.475,0.798,122.0,104,4,7,0,1,0,"DH,1B,SP",fordmi01,DH,1,0,0,0,1,0,1,0
261,Nick Fortes,26,MIA,NL,108,323,294,33,60,10,0,6,26,4,2,17,59,0.204,0.263,0.299,0.562,52.0,88,12,7,3,2,0,"C,DH",forteni01,C,0,0,0,1,1,0,0,0
262,Jake Fraley*,28,CIN,NL,111,380,336,41,86,18,0,15,65,21,5,37,71,0.256,0.339,0.443,0.783,109.0,149,5,6,0,1,2,"OF,DH",fraleja01,OF,0,0,0,0,1,1,0,0
263,Ty France,28,SEA,AL,158,665,587,79,147,32,0,12,58,1,0,43,117,0.25,0.337,0.366,0.703,99.0,215,25,34,0,1,0,1B,francty01,1B,1,0,0,0,0,0,0,0
264,Wander Franco#,22,TBR,AL,112,491,442,65,124,23,6,17,58,30,10,42,69,0.281,0.344,0.475,0.819,126.0,210,18,3,0,4,3,"SS,DH",francwa01,SS,0,0,0,0,1,0,0,1
265,Adam Frazier*,31,BAL,AL,141,455,412,59,99,21,2,13,60,11,4,32,68,0.24,0.3,0.396,0.696,94.0,163,4,4,4,2,0,"2B,OF,DH",fraziad01,2B,0,1,0,0,1,1,0,0
266,Clint Frazier,28,CHW,AL,33,76,66,10,13,1,1,0,3,4,2,10,23,0.197,0.303,0.242,0.545,52.0,16,0,0,0,0,0,OF,frazicl01,OF,0,0,0,0,0,1,0,0
267,Freddie Freeman*,33,LAD,NL,161,730,637,131,211,59,2,29,102,23,1,72,121,0.331,0.41,0.567,0.976,161.0,361,14,16,0,5,12,1B,freemfr01,1B,1,0,0,0,0,0,0,0
